,wave,I,err
0,0.6859993934631348,0.9427235625554408,0.027517425672150053
1,0.687481701374054,0.9458217768536776,0.03515104254546431
2,0.6889641284942627,0.9798169127989205,0.029023380795508185
3,0.6904469132423401,0.9410009495588044,0.022333861074443895
4,0.6919302940368652,0.9575911243310421,0.01523088573966507
5,0.6934144496917725,0.9650119229448653,0.02237485373756122
6,0.6948995590209961,0.9848102407630008,0.015526229705186398
7,0.69638592004776,0.9801119787109076,0.01384950438861773
8,0.6978737115859985,0.9747477391849608,0.012347362606551183
9,0.6993630528450012,0.960921686750251,0.017132717405909152
10,0.7008542418479919,0.9876729621753829,0.017632926919494564
11,0.7023473381996155,0.9676252915182942,0.014595948851745581
12,0.7038426995277405,0.9645736442242204,0.015175491229060693
13,0.7053403854370117,0.9885025122138662,0.011004904058557832
14,0.7068405747413635,0.9867319104359452,0.013443364509440418
15,0.7083435654640198,1.0115460482186485,0.014899918532659108
16,0.7098493576049805,0.9958154369725768,0.012664093340638906
17,0.7113583087921143,1.0312556157779462,0.008642396120933763
18,0.7128704190254211,1.0190591316309658,0.0085567929560564
19,0.7143859267234802,1.0233212608191988,0.009829396408846985
20,0.7159050703048706,1.009490315480878,0.00868788770723039
21,0.7174278497695923,1.01160639867272,0.007748759778564669
22,0.7189545035362244,1.014551528489632,0.00828126785502284
23,0.7204852104187012,1.0248348659005773,0.00941862997722619
24,0.7220200896263123,1.0365601560835849,0.007634944957855516
25,0.7235593199729919,1.0243049617957205,0.006684758848206027
26,0.725102961063385,1.0360634062143117,0.006530272384426165
27,0.7266512513160706,1.0264037011954674,0.006955442117020321
28,0.7282042503356934,1.0322449755879899,0.007597598096785341
29,0.729762077331543,1.0231819202339032,0.007873913163389173
30,0.7313249707221985,1.0291428760633594,0.0075402693980557555
31,0.7328929901123047,1.0323223289637176,0.007670529279346051
32,0.7344662547111511,1.036117006642285,0.006301271851719236
33,0.7360448837280273,1.0428616907393256,0.007936093282857016
34,0.7376290559768677,1.0376786528986757,0.0075146294810076505
35,0.7392187714576721,1.0458744061005911,0.007077604886951953
36,0.7408142685890198,1.0465055392352365,0.005857221909554015
37,0.7424156069755554,1.0477463500103144,0.006108573748121487
38,0.7440229058265686,1.0538908390527173,0.005959728818997883
39,0.7456362843513489,1.0607124459627495,0.005253758247671487
40,0.7472558021545409,1.0599288977988068,0.007920840712383116
41,0.7488815784454346,1.0588132711779237,0.007616925932196653
42,0.7505136728286743,1.053863086624141,0.007544503403009856
43,0.7521522641181946,1.0483918622010286,0.007375701865799802
44,0.7537974715232849,1.0516269094772883,0.008766464706190021
45,0.7554492354393005,1.0494114135118726,0.00746967505310746
46,0.7571077346801758,1.0571187028260272,0.00631337771663905
47,0.7587730884552002,1.0603654371649078,0.006946775480996333
48,0.7604453563690186,1.0626452390722938,0.0071349682897270525
49,0.7621245980262756,1.0606188616523906,0.006709219802450166
50,0.7638108730316162,1.0524606650501505,0.007182656519221549
51,0.7655043005943298,1.0674703062556856,0.006127294758407959
52,0.7672049403190613,1.0616131485976297,0.006673399345768349
53,0.7689128518104553,1.0673419385036065,0.004890350842624469
54,0.7706281542778015,1.0644695847641912,0.005268285903694009
55,0.7723508477210999,1.062391225162597,0.006626198930856936
56,0.7740810513496399,1.0521006428686221,0.00792862967567586
57,0.7758187651634216,1.0533778398188076,0.007374787517366334
58,0.7775641679763794,1.0672798356205713,0.005311010610921531
59,0.7793172001838684,1.055776880338261,0.00588136192610633
60,0.7810779213905334,1.064831996760369,0.0065905100861640975
61,0.7828464508056641,1.0588276024735943,0.006214876599054095
62,0.784622848033905,1.0563713430024684,0.006169531862774812
63,0.7864071130752563,1.0531809039602118,0.0056084375621664306
64,0.7881993055343628,1.0408952770976057,0.0056846161455593805
65,0.7899994850158691,1.0409642683130098,0.005843588663193106
66,0.7918076515197754,1.0480881656030718,0.006025129041367185
67,0.7936239242553711,1.0449629090242003,0.005872274720507839
68,0.7954483032226562,1.0344092994234473,0.006126439540728992
69,0.7972808480262756,1.035012835111078,0.00658044563219459
70,0.7991215586662292,1.032787869622412,0.005678333234570843
71,0.8009704947471619,1.0357968772513495,0.0057573705726154745
72,0.8028277158737183,1.029779298400117,0.0053004372422480505
73,0.8046931624412537,1.0303742596207912,0.005376934667877007
74,0.8065669536590576,1.0179670577856894,0.00534190798075743
75,0.8084490895271301,1.0179618809346198,0.005419304958533895
76,0.810339629650116,1.0234761588251342,0.005702506360163752
77,0.8122385144233704,1.0283374484512515,0.005229878955801592
78,0.8141458034515381,1.0150426887159043,0.005450778144301883
79,0.8160615563392639,1.013216218680263,0.00543585118299461
80,0.8179857730865479,1.0125521534291817,0.005463535750998503
81,0.8199184536933899,1.0131511129182718,0.004974821469313206
82,0.82185959815979,1.0045155622215252,0.00414610263312688
83,0.8238093256950378,1.0085792058889498,0.004239841917083082
84,0.8257675170898438,1.0067829500505894,0.004162151346234892
85,0.8277342319488525,1.0002175492802794,0.004686927586179718
86,0.8297094702720642,1.0043386114764723,0.006069438795793451
87,0.8316932916641235,0.9890009498372418,0.005111195508221795
88,0.8336856961250305,0.9924556631434244,0.005110333795889292
89,0.8356866240501404,1.0001067950787719,0.004859418169563327
90,0.8376960754394531,0.9883276340580807,0.004127804637387415
91,0.8397141695022583,0.9851330829036677,0.0049399943205307665
92,0.8417407870292664,0.981973491932811,0.004613424343467354
93,0.8437759876251221,0.9783294069770196,0.005016797821791054
94,0.8458197712898254,0.9770009447576355,0.004750117543644357
95,0.8478720784187317,0.97546651934784,0.00463281989130991
96,0.8499329686164856,0.97546651934784,0.004230095642044856
97,0.8520023822784424,0.9702468048898227,0.004021366445590711
98,0.8540803790092468,0.9653274756868454,0.003995013161777639
99,0.8561668992042542,0.9663998820256936,0.003977253883603561
100,0.8582619428634644,0.9635030978504772,0.004063872358665136
101,0.8603655099868774,0.9610058163007896,0.004545749920990109
102,0.8624776005744934,0.9514343819008444,0.0045117036788205125
103,0.8645981550216675,0.9609231331673391,0.003843324301009614
104,0.8667272329330444,0.9530830498411362,0.004605649356039441
105,0.8688647150993347,0.9483177293330941,0.004172021675184259
106,0.8710107207298279,0.9486874796874699,0.0042899506936312755
107,0.8731650710105896,0.939255967960648,0.004253886619267818
108,0.8753278851509094,0.9400224888452364,0.004329963054412808
109,0.8774990439414978,0.9390122269043442,0.004362933562865361
110,0.8796786069869995,0.9369312843620904,0.004439312232762248
111,0.8818665146827698,0.936802326843824,0.0044998283443449805
112,0.8840627074241638,0.9376026788424452,0.004210738403355646
113,0.8862672448158264,0.9379072239022458,0.0035011872394850427
114,0.888480007648468,0.9411077701272176,0.003995140731442282
115,0.8907010555267334,0.933427058424804,0.004549923084814911
116,0.8929303288459778,0.9375497510324244,0.004418822603643684
117,0.8951677680015564,0.9259138047377944,0.005066875640735363
118,0.8974133729934692,0.9305698841777222,0.004186724345841633
119,0.8996670842170715,0.9243899516762542,0.0043229373851481475
120,0.901928961277008,0.9224783708441218,0.004235347517116722
121,0.9041988253593444,0.9197785913960024,0.003576805486182917
122,0.9064767956733704,0.9294120903295622,0.003745298507138603
123,0.908762753009796,0.923554263199462,0.004198775373893875
124,0.911056637763977,0.9160283738316272,0.00402288975578552
125,0.913358509540558,0.9113370931860734,0.003630430651437556
126,0.915668249130249,0.9197030366309515,0.004175790354724317
127,0.9179858565330504,0.9162086214047596,0.004463980601438044
128,0.9203112721443176,0.9135510306274476,0.0045511209093575655
129,0.9226444363594056,0.90248752843,0.004830744304141726
130,0.9249854087829591,0.9076009844551348,0.003418935635827669
131,0.9273340702056884,0.906714849112169,0.003396011957787276
132,0.9296903610229492,0.9065310155098143,0.004192713768379479
133,0.9320542812347412,0.8959192541524361,0.0044206900872530265
134,0.9344257712364196,0.8916358275379151,0.004004010206003022
135,0.9368048310279846,0.8965976475305637,0.0035637200397036946
136,0.9391914010047911,0.8954743316336417,0.00453271721759374
137,0.94158536195755,0.8950374571702917,0.004325761282404662
138,0.9439867734909058,0.8903262660194676,0.004309533492760743
139,0.9463955163955688,0.8969172372234628,0.004273315807018345
