wave,I
0.877142,1.1098674
0.877438,1.1140913
0.8776,1.050315
0.877734,1.1151742
0.87803,1.0997936
0.878326,1.0888576
0.878622,1.0722556
0.878918,1.0345134
0.879214,1.0332454
0.87951,1.0421891
0.879806,1.0243338
0.880102,1.0160617
0.880398,1.0127806
0.880694,1.0191466
0.88099,1.0231901
0.881286,1.039447
0.8813,0.985815
0.881582,1.0624781
0.881878,1.0716541
0.882174,1.0773339
0.88247,1.0830643
0.882766,1.0784103
0.883062,1.0775335
0.883358,1.0925972
0.883654,1.081368
0.88395,1.0626276
0.884246,1.0699435
0.884542,1.0751467
0.884838,1.0877249
0.8851,1.029315
0.885134,1.0996526
0.88543,1.0996526
0.885726,1.0922698
0.886022,1.0951335
0.886318,1.0953715
0.886614,1.0957312
0.88691,1.0936288
0.887206,1.0832499
0.887502,1.0621112
0.887798,1.043333
0.888094,1.0242648
0.88839,1.0119532
0.888686,1.0013858
0.8889,1.038315
0.888982,0.99163904
0.889278,0.97506751
0.889574,1.0423311
0.88987,0.96559499
0.890166,0.9828803
0.890462,0.97918093
0.890758,0.98539248
0.891054,0.98932268
0.89135,0.99337954
0.891646,0.99932143
0.891942,1.0025466
0.892238,1.0049878
0.892534,1.0230926
0.8927,1.056315
0.89283,1.0306709
0.893126,1.0256128
0.893422,1.0213308
0.893718,1.0201792
0.894014,1.0169917
0.89431,1.0075978
0.894606,0.99574538
0.894902,0.99810376
0.895198,1.0090509
0.895494,1.0090509
0.89579,1.0167493
0.896086,1.030244
0.896382,1.06028
0.8966,1.035315
0.896678,1.0828955
0.896974,1.0751276
0.89727,1.0629794
0.897566,1.0572818
0.897862,1.0523262
0.898158,1.037638
0.898454,1.022574
0.89875,1.0078735
0.899046,1.0015777
0.899342,1.0029855
0.899638,1.0014747
0.899934,1.0041428
0.90023,1.0232026
0.9005,1.024815
0.900526,1.0357907
0.900822,1.0381108
0.901118,1.0488923
0.901414,1.0724317
0.90171,1.0937968
0.902006,1.1068117
0.902302,1.1041815
0.902598,1.1037462
0.902894,1.1020558
0.90319,1.0995613
0.903486,1.0893998
0.903782,1.0562717
0.904078,1.023015
0.904374,1.0118818
0.9045,1.041315
0.90467,0.99521587
0.904966,0.99178789
0.905262,1.0014232
0.905558,1.0100551
0.905854,1.0035005
0.90616973,1.0156967
0.90648547,1.0229722
0.9068012,1.0424385
0.90711693,1.0461523
0.90743267,1.0512245
0.9077484,1.0530601
0.90806413,1.0392193
0.90837987,1.0397006
0.9085,1.039815
0.9086956,1.0321642
0.90901133,1.0186676
0.90932707,0.99844642
0.9096428,0.98211503
0.90995853,0.96650752
0.91027427,0.99086887
0.91059,0.96793062
0.910886,0.96838782
0.911182,0.98207815
0.911478,0.9912897
0.911774,1.0213384
0.91207,1.041904
0.912366,1.0423605
0.9126,1.014315
0.912662,1.0452103
0.912958,1.0454453
0.913254,1.0424136
0.91355,1.0577629
0.913846,1.06631
0.914142,1.0639456
0.914438,1.0321239
0.914734,1.0091585
0.91503,0.99640271
0.915326,0.99054815
0.915622,0.98831294
0.915918,0.99450362
0.916214,0.99525379
0.91651,1.0113693
0.9167,1.047315
0.916806,1.0466279
0.917102,1.0755277
0.917398,1.0940167
0.917694,1.1248736
0.91799,1.1084794
0.918286,1.0948154
0.918582,1.084416
0.918878,1.0917001
0.919174,1.0965085
0.91947,1.0802861
0.919766,1.0635041
0.920062,1.0510934
0.920358,1.029392
0.920654,1.0150733
0.9209,1.032315
0.92095,0.9957309
0.921246,0.97716792
0.921542,0.97210668
0.921838,0.97928343
0.922134,0.99485198
0.92243,1.0208772
0.922726,1.0425501
0.923022,1.0561604
0.923318,1.0616419
0.923614,1.0484216
0.92391,1.0599794
0.924206,1.0640029
0.924502,1.0492783
0.924798,1.030318
0.925094,1.0086077
0.9251,1.086315
0.92539,1.0068074
0.925686,1.0174038
0.925982,1.0156035
0.926278,1.0156035
0.926574,0.99917836
0.92687,0.99755623
0.927166,0.99755623
0.927462,1.0015388
0.927758,1.0130667
0.928054,1.0303133
0.92835,1.0141262
0.928646,1.0010836
0.928942,1.0064189
0.929238,1.0172459
0.9294,1.093815
0.929534,1.027653
0.92983,1.0181501
0.930126,0.99728267
0.930422,0.99027857
0.930718,0.98147419
0.931014,0.97533974
0.93131,0.98107878
0.931606,0.99067863
0.931902,0.98767307
0.932198,0.98646778
0.932494,0.98744475
0.93279,1.023643
0.933086,1.0462666
0.933382,1.0462666
0.933678,1.0359613
0.9337,1.051815
0.933974,1.0374591
0.93427,1.0389569
0.934566,1.0394225
0.934862,1.0384216
0.935158,1.0171837
0.935454,0.99378984
0.93575,0.97777975
0.936046,0.97723208
0.936342,0.97723208
0.936638,0.97854245
0.936934,0.97854245
0.93723,0.96456472
0.937526,1.0101672
0.937822,0.96344544
0.9381,1.048815
0.938118,0.99671775
0.938414,1.0051299
0.93871,1.0171566
0.939006,1.0171566
0.939302,1.0239564
0.939598,1.050993
0.939894,1.0778888
0.94019,1.0855272
0.940486,1.0738425
0.940782,1.0742156
0.941078,1.0732782
0.941374,1.0736511
0.94167,1.0662008
0.941966,1.0675112
0.942262,1.0887624
0.9425,1.060815
0.942558,1.0764618
0.942854,1.0851703
0.94315,1.1003143
0.943446,1.1094829
0.943742,1.1118517
0.944038,1.1142206
0.944334,1.1202442
0.94463,1.133208
0.944926,1.1312539
0.945222,1.1194627
0.945518,1.1194627
0.945814,1.1175087
0.94611,1.1175087
0.946406,1.1146171
0.946702,1.0856047
0.9469,1.107315
0.946998,1.0722675
0.947294,1.0664268
0.94759,1.0524526
0.947886,1.0564805
0.948182,1.0605082
0.948478,1.0645361
0.949366,1.0867498
0.949662,1.0957415
0.9515,1.051815
0.9561,1.020315
0.9607,1.003815
0.9654,0.996315
0.9702,1.039815
0.9751,1.068315
0.9799,1.077315
0.9849,1.072815
0.9899,1.074315
0.995,1.078815
1.0001,1.072815
1.0053,1.050315
1.0106,1.033815
1.0159,1.017315
1.0213,1.056315
1.0268,1.068315
1.0323,1.048815
1.0379,1.045815
1.0435,1.057815
1.0492,1.066815
1.055,1.062315
1.0609,1.081815
1.0669,1.108815
1.0729,1.144815
1.079,1.134315
1.0851,1.119315
1.0914,1.095315
1.0977,1.104315
1.1041,1.117815
1.1105,1.171815
1.1171,1.224315
1.1236,1.183815
1.1302,1.156815
1.1369,1.228815
1.1437,1.195815
1.1505,1.225815
1.1575,1.195815
1.1645,1.204815
1.1715,1.210815
1.1787,1.219815
1.1859,1.197315
1.1932,1.206315
1.2006,1.234815
1.2081,1.230315
1.2157,1.249815
1.2233,1.269315
1.231,1.278315
1.2387,1.266315
1.2466,1.321815
1.2546,1.324815
1.2626,1.356315
1.2707,1.281315
1.2789,1.281315
1.2871,1.296315
1.2954,1.287315
1.3038,1.308315
1.3123,1.278315
1.3209,1.303815
1.3295,1.329315
1.3382,1.422315
1.347,1.4129832
1.3558,1.4402941
1.3647,1.3492576
1.3737,1.327815
1.3827,1.4493978
1.3918,1.4858122
1.401,1.453815
1.4102,1.359315
1.4195,1.485315
1.4289,1.473315
1.4383,1.468815
1.4478,1.450815
1.4573,1.500315
1.4669,1.540815
1.4765,1.507815
1.4862,1.462815
1.496,1.495815
1.5058,1.482315
1.5156,1.479315
1.5255,1.516815
1.5354,1.459815
1.5454,1.467315
1.5554,1.515315
1.5654,1.488315
1.5755,1.519815
1.5857,1.468815
1.5958,1.456815
1.606,1.534815
1.6162,1.518315
1.6264,1.497315
1.6367,1.545315
1.647,1.477815
1.6573,1.534815
1.6676,1.495815
1.6779,1.489815
1.6882,1.513815
1.6985,1.513815
1.7089,1.447815
1.7193,1.419315
1.7296,1.479315
1.74,1.467315
1.7504,1.435815
1.7608,1.558815
1.7713,1.449315
1.7817,1.548315
1.7921,1.600815
1.8025,1.5677451
1.813,1.594815
1.8234,1.666815
1.8338,1.6587814
1.8442,1.596315
1.8547,1.509315
1.8651,1.588815
1.8755,1.452315
1.8859,1.398315
1.8963,1.6860924
1.9067,1.6132633
1.9171,1.530315
1.9274,1.622367
1.9377,1.6405743
1.9479,1.567815
1.9582,1.552815
1.9685,1.497315
1.9787,1.4129832
1.9889,1.591815
1.9991,1.595056
2.0093,1.576815
2.0195,1.438815
2.0297,1.426815
2.0398,1.552815
2.0499,1.560315
2.06,1.543815
2.0701,1.438815
2.0801,1.371315
2.0901,1.416315
2.1001,1.474815
2.1101,1.542315
2.1201,1.453815
2.13,1.545315
2.1399,1.536315
2.1498,1.483815
2.1596,1.504815
2.1695,1.458315
2.1793,1.480815
2.189,1.455315
2.1988,1.497315
2.2085,1.497315
2.2182,1.465815
2.2279,1.465815
2.2375,1.593315
2.2471,1.582815
2.2567,1.561815
2.2663,1.555815
2.2759,1.387815
2.2854,1.404315
2.2949,1.578315
2.3044,1.557315
2.3139,1.533315
2.3233,1.444815
2.3327,1.501815
2.342,1.545315
2.3514,1.513815
2.3607,1.573815
2.3699,1.263315
2.3792,1.558815
2.3883,1.615815
2.3975,1.240014
2.4067,1.395315
2.4158,1.396815
2.425,1.387815
2.4341,1.6496778
2.4431,1.227315
2.4521,1.704315
2.4611,1.464315
2.4701,1.740315
2.479,1.2218067
2.4879,1.7771289
2.4968,1.2491176
