wave,I
0.720558,1.1685177
0.720854,1.1300835
0.72115,1.1495439
0.721446,1.1431112
0.721742,1.1336117
0.722038,1.1286326
0.722334,1.1342276
0.72263,1.1167119
0.722926,1.1493946
0.723222,1.1498643
0.723518,1.1832672
0.723814,1.166698
0.72411,1.1771712
0.72411,1.1567189
0.724406,1.1586013
0.724406,1.1607398
0.724702,1.1672429
0.724998,1.1259571
0.725294,1.1747439
0.72559,1.1781657
0.725886,1.173469
0.726182,1.1711795
0.726478,1.1685525
0.726774,1.1672192
0.72707,1.1673257
0.727366,1.1345341
0.727662,1.1720508
0.727958,1.1768114
0.728254,1.1752059
0.72855,1.1742178
0.728846,1.1735874
0.729142,1.165435
0.729438,1.1605491
0.729734,1.1537077
0.73003,1.1520759
0.730326,1.1575219
0.730622,1.1618991
0.730918,1.1678852
0.731214,1.1692366
0.73151,1.1708768
0.731806,1.1716229
0.732102,1.1652951
0.732398,1.1588066
0.732694,1.15738
0.73299,1.1539032
0.733286,1.15316
0.733582,1.1584037
0.733878,1.1624614
0.734174,1.1619958
0.73447,1.1605671
0.734766,1.1565045
0.735062,1.1472596
0.735358,1.14003
0.735654,1.1372888
0.73595,1.1365198
0.736246,1.14097
0.736542,1.144627
0.736838,1.1521997
0.737134,1.1583946
0.73743,1.1634927
0.737726,1.1642957
0.738022,1.1602471
0.738318,1.157261
0.738614,1.1568197
0.73891,1.1536632
0.739206,1.1538295
0.739502,1.1589895
0.739798,1.1579171
0.740094,1.1667779
0.74039,1.1720612
0.740686,1.170496
0.740982,1.169027
0.741278,1.1611342
0.741574,1.155652
0.74187,1.1522559
0.742166,1.1492553
0.742462,1.1522295
0.742758,1.1599352
0.743054,1.1663924
0.74335,1.1718985
0.743646,1.1747976
0.743942,1.1768541
0.744238,1.1841359
0.744534,1.1702784
0.74483,1.1648525
0.745126,1.1564621
0.745422,1.1511844
0.745718,1.1511942
0.746014,1.1540021
0.74631,1.1551183
0.746606,1.16154
0.746902,1.1619903
0.747198,1.161364
0.747494,1.1577704
0.74779,1.1559615
0.748086,1.146385
0.748382,1.1378095
0.748678,1.1323022
0.748974,1.139255
0.74927,1.144651
0.749566,1.1557951
0.749862,1.1660943
0.750158,1.1584471
0.750454,1.1557429
0.75075,1.1539593
0.751046,1.1424408
0.751342,1.1339439
0.751638,1.129184
0.751934,1.1277721
0.75223,1.124292
0.752526,1.1315039
0.752822,1.1383765
0.753118,1.1406263
0.753414,1.1440947
0.75371,1.1428343
0.754006,1.1355915
0.754302,1.123833
0.754598,1.127959
0.754894,1.1234642
0.75519,1.1182659
0.755486,1.1220884
0.755782,1.1338761
0.756078,1.1485525
0.75639373,1.1631093
0.7567292,1.1744001
0.75706467,1.1784322
0.75740013,1.179087
0.7577356,1.1733187
0.75807107,1.1634078
0.75840653,1.1569332
0.758742,1.1665198
0.75907747,1.1837766
0.75943267,1.2057487
0.75978787,1.2222985
0.76014307,1.1238128
0.76049827,1.1238128
0.76085347,1.1259571
0.76120867,1.2065838
0.76154413,1.1831078
0.76185987,1.1683604
0.7621756,1.1634329
0.76249133,1.1591566
0.76280707,1.1666563
0.7631228,1.1808706
0.76343853,1.1915665
0.76375427,1.1937557
0.76407,1.1924029
0.764366,1.1796416
0.764662,1.1646931
0.764958,1.152132
0.765254,1.1472968
0.76555,1.1424867
0.765846,1.1438625
0.766142,1.1514686
0.766438,1.1596016
0.766734,1.1663469
0.76703,1.174097
0.767326,1.1761304
0.767622,1.1710267
0.767918,1.1599884
0.768214,1.1463099
0.76851,1.122987
0.768806,1.1038404
0.769102,1.0955089
0.769398,1.0945754
0.769694,1.0989256
0.76999,1.1059291
0.770286,1.1136319
0.770582,1.1227335
0.770878,1.1235596
0.771174,1.1254433
0.77147,1.1197892
0.771766,1.1095276
0.772062,1.1068316
0.772358,1.0963045
0.772654,1.0833118
0.77295,1.089317
0.773246,1.1028531
0.773542,1.115383
0.773838,1.1279368
0.774134,1.1364385
0.77443,1.1457928
0.774726,1.1464087
0.775022,1.1405757
0.775318,1.1378394
0.775614,1.1264531
0.77591,1.1164965
0.776206,1.1092615
0.776502,1.1029003
0.776798,1.1105771
0.777094,1.1281565
0.77739,1.1255281
0.777686,1.1295266
0.777982,1.133107
0.778278,1.1332275
0.778574,1.13186
0.77887,1.1192087
0.779166,1.1051725
0.779462,1.0982046
0.779758,1.0913591
0.780054,1.0914551
0.78035,1.1004717
0.780646,1.1152953
0.780942,1.1222167
0.781238,1.1320719
0.781534,1.1321339
0.78183,1.1408067
0.782126,1.1559767
0.782422,1.1387761
0.782718,1.1294922
0.783014,1.1223508
0.78331,1.1211963
0.783606,1.1179647
0.783902,1.1153168
0.784198,1.1187761
0.784494,1.120154
0.78479,1.1306898
0.785086,1.1364594
0.785382,1.1527093
0.785678,1.1591811
0.785974,1.1701247
0.78627,1.1855011
0.786566,1.100226
0.786862,1.1722744
0.787158,1.1718652
0.787454,1.1588527
0.78775,1.1425936
0.788046,1.135849
0.788342,1.1309674
0.788638,1.1200017
0.788934,1.1234262
0.78923,1.1184797
0.789526,1.1214533
0.789822,1.1204915
0.790118,1.1254213
0.790414,1.113415
0.79071,1.0952968
0.791006,1.0838972
0.791302,1.0804185
0.791598,1.06641
0.791894,1.066422
0.79219,1.1345341
0.792486,1.0863999
0.792782,1.1005717
0.793078,1.1149348
0.793374,1.1231909
0.79367,1.1288513
0.793966,1.1361422
0.794262,1.1321338
0.794558,1.1204365
0.794854,1.124312
0.79515,1.1185068
0.795446,1.1108306
0.795742,1.0999204
0.796038,1.1130498
0.796334,1.1026812
0.79663,1.0968334
0.796926,1.0927854
0.797222,1.092507
0.797518,1.0983999
0.797814,1.1010617
0.79811,1.1068822
0.798406,1.1059934
0.798702,1.1076295
0.798998,1.1107068
0.799294,1.0994208
0.79959,1.0971918
0.799886,1.0990807
0.800182,1.1009638
0.800478,1.1026916
0.800774,1.1250922
0.80107,1.1367288
0.801366,1.1561039
0.801662,1.1643204
0.801958,1.1693022
0.802254,1.1734783
0.80255,1.172884
0.802846,1.167513
0.803142,1.1623565
0.803438,1.1547692
0.803734,1.108803
0.80403,1.1518994
0.804326,1.1530176
0.804622,1.1639598
0.804918,1.1593212
0.805214,1.1593212
0.80551,1.1687319
0.805806,1.1645615
0.806102,1.1685093
0.806398,1.1691216
0.806694,1.1607361
0.80699,1.1492316
0.807286,1.1401704
0.807582,1.1288913
0.807878,1.1205153
0.808174,1.1117531
0.80847,1.1139224
0.808766,1.1153928
0.809062,1.1179141
0.809358,1.1169439
0.809654,1.1161026
0.80995,1.1175758
0.810246,1.1147394
0.810542,1.1145876
0.810838,1.1174651
0.811134,1.1251116
0.81143,1.1289265
0.811726,1.1278172
0.812022,1.1260935
0.812318,1.1280185
0.812614,1.1358174
0.81291,1.133842
0.813206,1.1310365
0.813502,1.128471
0.813798,1.1245521
0.814094,1.1187609
0.81439,1.1205938
0.814686,1.1264219
0.814982,1.1203648
0.815278,1.1149919
0.815574,1.1163648
0.81587,1.1103878
0.816166,1.1108986
0.816462,1.1215994
0.816758,1.128868
0.817054,1.1320693
0.81735,1.1369135
0.817646,1.1365398
0.817942,1.137012
0.818238,1.1385899
0.818534,1.1490965
0.81883,1.1452496
0.819126,1.1367032
0.819422,1.1358703
0.819718,1.1375502
0.820014,1.131253
0.82031,1.1417102
0.820606,1.1545871
0.820902,1.1603838
0.821198,1.1646956
0.821494,1.1709782
0.82179,1.1730584
0.822086,1.1713341
0.822382,1.1653652
0.822678,1.1586361
0.822974,1.1417479
0.82327,1.1264921
0.823566,1.1238595
0.823862,1.1297189
0.82417773,1.1230878
0.82449347,1.1178553
0.8248092,1.1108128
0.82512493,1.1013508
0.82544067,1.0948073
0.8257564,1.107021
0.82607213,1.1091518
0.82638787,1.1092141
0.8267036,1.104577
0.82701933,1.1431112
0.82733507,1.1126594
0.8276508,1.1034573
0.82796653,1.1139434
0.82828227,1.0978671
0.828598,1.0487638
0.828894,1.0688113
0.82919,1.0688113
0.829486,1.0779519
0.82980173,1.0938196
0.8301372,1.1068231
0.83047267,1.0957006
0.83080813,1.0879136
0.8311436,1.0791303
0.83147907,1.0933339
0.83181453,1.0858556
0.83215,1.0795832
0.83248547,1.0775878
0.83282093,1.0635489
0.8331564,1.0705239
0.83349187,1.0799347
0.83382733,1.0935241
0.8341628,1.1281014
0.83449827,1.0899347
0.834814,1.0871058
0.83511,1.0807739
0.835406,1.0851254
0.835702,1.0949973
0.835998,1.1075499
0.836294,1.096921
0.83659,1.0865776
0.836886,1.1152479
0.837182,1.1203915
0.837478,1.1320192
0.837774,1.123431
0.83807,1.1127127
0.838366,1.0983592
0.838662,1.0785958
0.838958,1.0955506
0.839254,1.094195
0.83955,1.0804601
0.839846,1.0674894
0.840142,1.0776752
0.840438,1.086584
0.840734,1.1036579
0.84103,1.1250775
0.841326,1.1235305
0.841622,1.128584
0.841918,1.1211501
0.842214,1.130843
0.84251,1.12673
0.842806,1.1148691
0.843102,1.1059432
0.843398,1.0747332
0.843694,1.0460229
0.84399,1.0433117
0.844286,1.045787
0.844582,1.028041
0.844878,1.0228461
0.845174,1.0315337
0.84547,1.0403263
0.845766,1.0490187
0.846062,1.0671056
0.846358,1.0837943
0.846654,1.0959786
0.84695,1.1040016
0.847246,1.1110018
0.847542,1.1143642
0.847838,1.1192776
0.848134,1.1194247
0.84843,1.1096383
0.848726,1.0911389
0.849022,1.0768793
0.849318,1.0681539
0.849614,1.0498968
0.84991,1.0243101
0.850206,1.0110118
0.850502,1.0117167
0.850798,1.0146367
0.851094,1.0182532
0.85139,1.0286358
0.851686,1.0390963
0.851982,1.0481698
0.852278,1.0523245
0.852574,1.0514948
0.8528,1.050315
0.85287,1.0547059
0.853166,1.0583539
0.853462,1.0591723
0.853758,1.0546257
0.854054,1.0518343
0.85435,1.0623368
0.854646,1.0693506
0.854942,1.0599129
0.855238,1.0493611
0.855534,1.0446178
0.85583,1.0432532
0.856126,1.0417195
0.8562,0.988815
0.856422,1.0441697
0.856718,1.0454105
0.857014,1.0537817
0.85731,1.0640489
0.857606,1.0742949
0.857902,1.0782881
0.858198,1.0834513
0.858494,1.0856593
0.85879,1.0822449
0.859086,1.0822108
0.859382,1.0950082
0.8596,0.975315
0.859678,1.1004772
0.859974,1.1119644
0.86027,1.114066
0.860566,1.1175378
0.860862,1.1061947
0.861158,1.1124771
0.861454,1.1116804
0.86175,1.0380425
0.862046,1.0995804
0.862342,1.1008502
0.862638,1.0166
0.862934,1.1124007
0.8632,1.021815
0.86323,1.1123167
0.863526,1.1131448
0.863822,1.1052986
0.864118,1.0358983
0.864414,1.0987843
0.86471,1.1065769
0.865006,1.1035839
0.865302,1.1251018
0.865598,1.1225158
0.865894,1.1225729
0.86619,1.1247907
0.866486,1.1281333
0.8667,1.030815
0.866782,1.1164087
0.867078,1.0976237
0.867374,1.0816529
0.86767,1.0787108
0.867966,1.0718262
0.868262,1.0690366
0.868558,1.0539558
0.868854,1.0378665
0.86915,1.0208045
0.869446,1.020188
0.869742,1.0072415
0.870038,1.0104371
0.8703,1.009815
0.870334,1.0116918
0.87063,1.0089931
0.870926,1.0124721
0.871222,1.0258823
0.871518,1.0373326
0.871814,1.0385189
0.87211,1.0244508
0.872406,1.0069726
0.872702,0.99347516
0.872998,0.98911016
0.873294,0.98394377
0.87359,0.98819986
0.873886,0.99229659
0.874,1.038315
0.874182,1.0022527
0.874478,1.0145088
0.874774,1.0212458
0.87507,1.0318477
0.875366,1.0436884
0.875662,1.056167
0.875958,1.0678156
0.876254,1.0817496
0.87655,1.0990471
0.876846,1.1118836
